INFO [2019-09-10 13:03:22] Chain: 4, Iteration: 50
INFO [2019-09-10 13:03:22] Chain: 1, Iteration: 50
INFO [2019-09-10 13:03:22] Chain: 5, Iteration: 50
INFO [2019-09-10 13:03:22] Chain: 2, Iteration: 50
INFO [2019-09-10 13:03:22] Chain: 3, Iteration: 50
INFO [2019-09-10 13:03:38] Chain: 1, Iteration: 100
INFO [2019-09-10 13:03:38] Chain: 4, Iteration: 100
INFO [2019-09-10 13:03:38] Chain: 2, Iteration: 100
INFO [2019-09-10 13:03:38] Chain: 3, Iteration: 100
INFO [2019-09-10 13:03:38] Chain: 5, Iteration: 100
INFO [2019-09-10 13:03:58] Chain: 1, Iteration: 150
INFO [2019-09-10 13:03:59] Chain: 4, Iteration: 150
INFO [2019-09-10 13:03:59] Chain: 2, Iteration: 150
INFO [2019-09-10 13:03:59] Chain: 3, Iteration: 150
INFO [2019-09-10 13:03:59] Chain: 5, Iteration: 150
INFO [2019-09-10 13:04:19] Chain: 1, Iteration: 200
INFO [2019-09-10 13:04:20] Chain: 4, Iteration: 200
INFO [2019-09-10 13:04:20] Chain: 2, Iteration: 200
INFO [2019-09-10 13:04:21] Chain: 5, Iteration: 200
INFO [2019-09-10 13:04:21] Chain: 3, Iteration: 200
INFO [2019-09-10 13:04:37] Chain: 1, Iteration: 250
INFO [2019-09-10 13:04:38] Chain: 4, Iteration: 250
INFO [2019-09-10 13:04:38] Chain: 2, Iteration: 250
INFO [2019-09-10 13:04:39] Chain: 3, Iteration: 250
INFO [2019-09-10 13:04:39] Chain: 5, Iteration: 250
INFO [2019-09-10 13:04:54] Chain: 1, Iteration: 300
INFO [2019-09-10 13:04:55] Chain: 4, Iteration: 300
INFO [2019-09-10 13:04:56] Chain: 2, Iteration: 300
INFO [2019-09-10 13:04:56] Chain: 3, Iteration: 300
INFO [2019-09-10 13:04:56] Chain: 5, Iteration: 300
INFO [2019-09-10 13:05:11] Chain: 1, Iteration: 350
INFO [2019-09-10 13:05:13] Chain: 4, Iteration: 350
INFO [2019-09-10 13:05:13] Chain: 2, Iteration: 350
INFO [2019-09-10 13:05:14] Chain: 5, Iteration: 350
INFO [2019-09-10 13:05:14] Chain: 3, Iteration: 350
INFO [2019-09-10 13:05:34] Chain: 1, Iteration: 400
INFO [2019-09-10 13:05:35] Chain: 4, Iteration: 400
INFO [2019-09-10 13:05:35] Chain: 2, Iteration: 400
INFO [2019-09-10 13:05:36] Chain: 5, Iteration: 400
INFO [2019-09-10 13:05:37] Chain: 3, Iteration: 400
INFO [2019-09-10 13:06:04] Chain: 1, Iteration: 450
INFO [2019-09-10 13:06:06] Chain: 2, Iteration: 450
INFO [2019-09-10 13:06:07] Chain: 4, Iteration: 450
INFO [2019-09-10 13:06:07] Chain: 5, Iteration: 450
INFO [2019-09-10 13:06:08] Chain: 3, Iteration: 450
INFO [2019-09-10 13:06:35] Chain: 1, Iteration: 500
INFO [2019-09-10 13:06:38] Chain: 2, Iteration: 500
INFO [2019-09-10 13:06:39] Chain: 4, Iteration: 500
INFO [2019-09-10 13:06:39] Chain: 5, Iteration: 500
INFO [2019-09-10 13:06:40] Chain: 3, Iteration: 500
INFO [2019-09-10 13:06:51] Chain: 1, Iteration: 550
INFO [2019-09-10 13:06:55] Chain: 2, Iteration: 550
