INFO [2020-11-19 14:48:32] Chain: 1, Iteration: 1000
INFO [2020-11-19 14:48:32] Chain: 2, Iteration: 1000
INFO [2020-11-19 14:48:32] Chain: 4, Iteration: 1000
INFO [2020-11-19 14:48:32] Chain: 5, Iteration: 1000
INFO [2020-11-19 14:48:32] Chain: 3, Iteration: 1000
INFO [2020-11-19 14:48:36] Chain: 4, Iteration: 2000
INFO [2020-11-19 14:48:36] Chain: 2, Iteration: 2000
INFO [2020-11-19 14:48:36] Chain: 1, Iteration: 2000
INFO [2020-11-19 14:48:36] Chain: 3, Iteration: 2000
INFO [2020-11-19 14:48:36] Chain: 5, Iteration: 2000
INFO [2020-11-19 14:48:40] Chain: 4, Iteration: 3000
INFO [2020-11-19 14:48:40] Chain: 2, Iteration: 3000
INFO [2020-11-19 14:48:40] Chain: 1, Iteration: 3000
INFO [2020-11-19 14:48:40] Chain: 3, Iteration: 3000
INFO [2020-11-19 14:48:40] Chain: 5, Iteration: 3000
INFO [2020-11-19 14:48:44] Chain: 4, Iteration: 4000
INFO [2020-11-19 14:48:44] Chain: 2, Iteration: 4000
INFO [2020-11-19 14:48:44] Chain: 3, Iteration: 4000
INFO [2020-11-19 14:48:44] Chain: 5, Iteration: 4000
INFO [2020-11-19 14:48:44] Chain: 1, Iteration: 4000
INFO [2020-11-19 14:48:49] Chain: 4, Iteration: 5000
INFO [2020-11-19 14:48:49] Chain: 2, Iteration: 5000
INFO [2020-11-19 14:48:49] Chain: 3, Iteration: 5000
INFO [2020-11-19 14:48:49] Chain: 5, Iteration: 5000
INFO [2020-11-19 14:48:49] Chain: 1, Iteration: 5000
INFO [2020-11-19 14:48:53] Chain: 2, Iteration: 6000
INFO [2020-11-19 14:48:53] Chain: 4, Iteration: 6000
INFO [2020-11-19 14:48:53] Chain: 3, Iteration: 6000
INFO [2020-11-19 14:48:53] Chain: 5, Iteration: 6000
INFO [2020-11-19 14:48:53] Chain: 1, Iteration: 6000
INFO [2020-11-19 14:48:57] Chain: 2, Iteration: 7000
INFO [2020-11-19 14:48:57] Chain: 4, Iteration: 7000
INFO [2020-11-19 14:48:57] Chain: 3, Iteration: 7000
INFO [2020-11-19 14:48:57] Chain: 5, Iteration: 7000
INFO [2020-11-19 14:48:57] Chain: 1, Iteration: 7000
INFO [2020-11-19 14:49:01] Chain: 2, Iteration: 8000
INFO [2020-11-19 14:49:01] Chain: 4, Iteration: 8000
INFO [2020-11-19 14:49:01] Chain: 5, Iteration: 8000
INFO [2020-11-19 14:49:01] Chain: 3, Iteration: 8000
INFO [2020-11-19 14:49:01] Chain: 1, Iteration: 8000
INFO [2020-11-19 14:49:05] Chain: 4, Iteration: 9000
INFO [2020-11-19 14:49:05] Chain: 2, Iteration: 9000
INFO [2020-11-19 14:49:05] Chain: 3, Iteration: 9000
INFO [2020-11-19 14:49:05] Chain: 5, Iteration: 9000
INFO [2020-11-19 14:49:05] Chain: 1, Iteration: 9000
INFO [2020-11-19 14:49:09] Chain: 4, Iteration: 10000
INFO [2020-11-19 14:49:09] Chain: 2, Iteration: 10000
INFO [2020-11-19 14:49:09] Chain: 3, Iteration: 10000
INFO [2020-11-19 14:49:09] Chain: 5, Iteration: 10000
INFO [2020-11-19 14:49:09] Chain: 1, Iteration: 10000
