INFO [2019-09-18 13:23:04] Chain: 4, Iteration: 50
INFO [2019-09-18 13:23:04] Chain: 5, Iteration: 50
INFO [2019-09-18 13:23:04] Chain: 3, Iteration: 50
INFO [2019-09-18 13:23:04] Chain: 2, Iteration: 50
INFO [2019-09-18 13:23:04] Chain: 1, Iteration: 50
INFO [2019-09-18 13:23:06] Chain: 5, Iteration: 100
INFO [2019-09-18 13:23:06] Chain: 3, Iteration: 100
INFO [2019-09-18 13:23:06] Chain: 2, Iteration: 100
INFO [2019-09-18 13:23:06] Chain: 1, Iteration: 100
INFO [2019-09-18 13:23:06] Chain: 4, Iteration: 100
INFO [2019-09-18 13:23:08] Chain: 5, Iteration: 150
INFO [2019-09-18 13:23:08] Chain: 4, Iteration: 150
INFO [2019-09-18 13:23:08] Chain: 2, Iteration: 150
INFO [2019-09-18 13:23:08] Chain: 3, Iteration: 150
INFO [2019-09-18 13:23:08] Chain: 1, Iteration: 150
INFO [2019-09-18 13:23:10] Chain: 5, Iteration: 200
INFO [2019-09-18 13:23:11] Chain: 2, Iteration: 200
INFO [2019-09-18 13:23:11] Chain: 4, Iteration: 200
INFO [2019-09-18 13:23:11] Chain: 3, Iteration: 200
INFO [2019-09-18 13:23:11] Chain: 1, Iteration: 200
INFO [2019-09-18 13:23:14] Chain: 5, Iteration: 250
INFO [2019-09-18 13:23:14] Chain: 4, Iteration: 250
INFO [2019-09-18 13:23:14] Chain: 2, Iteration: 250
INFO [2019-09-18 13:23:14] Chain: 3, Iteration: 250
INFO [2019-09-18 13:23:14] Chain: 1, Iteration: 250
INFO [2019-09-18 13:23:17] Chain: 4, Iteration: 300
INFO [2019-09-18 13:23:17] Chain: 5, Iteration: 300
INFO [2019-09-18 13:23:17] Chain: 2, Iteration: 300
INFO [2019-09-18 13:23:17] Chain: 1, Iteration: 300
INFO [2019-09-18 13:23:17] Chain: 3, Iteration: 300
INFO [2019-09-18 13:23:20] Chain: 4, Iteration: 350
INFO [2019-09-18 13:23:20] Chain: 2, Iteration: 350
INFO [2019-09-18 13:23:20] Chain: 5, Iteration: 350
INFO [2019-09-18 13:23:20] Chain: 1, Iteration: 350
INFO [2019-09-18 13:23:20] Chain: 3, Iteration: 350
INFO [2019-09-18 13:23:23] Chain: 4, Iteration: 400
INFO [2019-09-18 13:23:23] Chain: 2, Iteration: 400
INFO [2019-09-18 13:23:23] Chain: 1, Iteration: 400
INFO [2019-09-18 13:23:23] Chain: 5, Iteration: 400
INFO [2019-09-18 13:23:24] Chain: 3, Iteration: 400
INFO [2019-09-18 13:23:26] Chain: 4, Iteration: 450
INFO [2019-09-18 13:23:26] Chain: 2, Iteration: 450
INFO [2019-09-18 13:23:26] Chain: 1, Iteration: 450
INFO [2019-09-18 13:23:26] Chain: 5, Iteration: 450
INFO [2019-09-18 13:23:27] Chain: 3, Iteration: 450
INFO [2019-09-18 13:23:29] Chain: 4, Iteration: 500
INFO [2019-09-18 13:23:29] Chain: 1, Iteration: 500
INFO [2019-09-18 13:23:29] Chain: 2, Iteration: 500
INFO [2019-09-18 13:23:30] Chain: 5, Iteration: 500
INFO [2019-09-18 13:23:30] Chain: 3, Iteration: 500
INFO [2019-09-18 13:23:32] Chain: 4, Iteration: 550
INFO [2019-09-18 13:23:32] Chain: 2, Iteration: 550
INFO [2019-09-18 13:23:32] Chain: 5, Iteration: 550
INFO [2019-09-18 13:23:32] Chain: 1, Iteration: 550
INFO [2019-09-18 13:23:34] Chain: 3, Iteration: 550
INFO [2019-09-18 13:23:35] Chain: 4, Iteration: 600
INFO [2019-09-18 13:23:36] Chain: 2, Iteration: 600
INFO [2019-09-18 13:23:36] Chain: 5, Iteration: 600
INFO [2019-09-18 13:23:36] Chain: 1, Iteration: 600
INFO [2019-09-18 13:23:37] Chain: 3, Iteration: 600
INFO [2019-09-18 13:23:38] Chain: 4, Iteration: 650
INFO [2019-09-18 13:23:39] Chain: 2, Iteration: 650
INFO [2019-09-18 13:23:39] Chain: 5, Iteration: 650
INFO [2019-09-18 13:23:39] Chain: 1, Iteration: 650
INFO [2019-09-18 13:23:40] Chain: 3, Iteration: 650
INFO [2019-09-18 13:23:42] Chain: 4, Iteration: 700
INFO [2019-09-18 13:23:42] Chain: 2, Iteration: 700
INFO [2019-09-18 13:23:42] Chain: 5, Iteration: 700
INFO [2019-09-18 13:23:42] Chain: 1, Iteration: 700
INFO [2019-09-18 13:23:43] Chain: 3, Iteration: 700
INFO [2019-09-18 13:23:45] Chain: 4, Iteration: 750
INFO [2019-09-18 13:23:45] Chain: 2, Iteration: 750
INFO [2019-09-18 13:23:46] Chain: 5, Iteration: 750
INFO [2019-09-18 13:23:46] Chain: 1, Iteration: 750
INFO [2019-09-18 13:23:46] Chain: 3, Iteration: 750
INFO [2019-09-18 13:23:48] Chain: 4, Iteration: 800
INFO [2019-09-18 13:23:48] Chain: 2, Iteration: 800
INFO [2019-09-18 13:23:49] Chain: 5, Iteration: 800
INFO [2019-09-18 13:23:49] Chain: 1, Iteration: 800
