INFO [2019-09-22 16:00:28] Chain: 2, Iteration: 50
INFO [2019-09-22 16:00:28] Chain: 1, Iteration: 50
INFO [2019-09-22 16:00:28] Chain: 5, Iteration: 50
INFO [2019-09-22 16:00:29] Chain: 3, Iteration: 50
INFO [2019-09-22 16:00:29] Chain: 4, Iteration: 50
INFO [2019-09-22 16:00:30] Chain: 2, Iteration: 100
INFO [2019-09-22 16:00:30] Chain: 3, Iteration: 100
INFO [2019-09-22 16:00:31] Chain: 1, Iteration: 100
INFO [2019-09-22 16:00:31] Chain: 5, Iteration: 100
INFO [2019-09-22 16:00:31] Chain: 4, Iteration: 100
INFO [2019-09-22 16:00:35] Chain: 2, Iteration: 150
INFO [2019-09-22 16:00:35] Chain: 3, Iteration: 150
INFO [2019-09-22 16:00:35] Chain: 4, Iteration: 150
INFO [2019-09-22 16:00:35] Chain: 1, Iteration: 150
INFO [2019-09-22 16:00:35] Chain: 5, Iteration: 150
INFO [2019-09-22 16:00:37] Chain: 2, Iteration: 200
INFO [2019-09-22 16:00:37] Chain: 4, Iteration: 200
INFO [2019-09-22 16:00:37] Chain: 5, Iteration: 200
INFO [2019-09-22 16:00:37] Chain: 1, Iteration: 200
INFO [2019-09-22 16:00:37] Chain: 3, Iteration: 200
INFO [2019-09-22 16:00:40] Chain: 2, Iteration: 250
INFO [2019-09-22 16:00:40] Chain: 5, Iteration: 250
INFO [2019-09-22 16:00:40] Chain: 3, Iteration: 250
INFO [2019-09-22 16:00:40] Chain: 4, Iteration: 250
INFO [2019-09-22 16:00:40] Chain: 1, Iteration: 250
INFO [2019-09-22 16:00:48] Chain: 5, Iteration: 300
INFO [2019-09-22 16:00:49] Chain: 1, Iteration: 300
INFO [2019-09-22 16:00:49] Chain: 4, Iteration: 300
INFO [2019-09-22 16:00:49] Chain: 2, Iteration: 300
INFO [2019-09-22 16:00:49] Chain: 3, Iteration: 300
INFO [2019-09-22 16:00:52] Chain: 5, Iteration: 350
INFO [2019-09-22 16:00:52] Chain: 4, Iteration: 350
INFO [2019-09-22 16:00:52] Chain: 3, Iteration: 350
INFO [2019-09-22 16:00:52] Chain: 1, Iteration: 350
INFO [2019-09-22 16:00:52] Chain: 2, Iteration: 350
INFO [2019-09-22 16:00:55] Chain: 5, Iteration: 400
INFO [2019-09-22 16:00:55] Chain: 3, Iteration: 400
INFO [2019-09-22 16:00:55] Chain: 4, Iteration: 400
INFO [2019-09-22 16:00:55] Chain: 1, Iteration: 400
INFO [2019-09-22 16:00:56] Chain: 2, Iteration: 400
INFO [2019-09-22 16:00:59] Chain: 5, Iteration: 450
INFO [2019-09-22 16:00:59] Chain: 3, Iteration: 450
INFO [2019-09-22 16:00:59] Chain: 4, Iteration: 450
INFO [2019-09-22 16:00:59] Chain: 1, Iteration: 450
INFO [2019-09-22 16:00:59] Chain: 2, Iteration: 450
INFO [2019-09-22 16:01:02] Chain: 5, Iteration: 500
INFO [2019-09-22 16:01:02] Chain: 3, Iteration: 500
INFO [2019-09-22 16:01:02] Chain: 4, Iteration: 500
INFO [2019-09-22 16:01:02] Chain: 1, Iteration: 500
INFO [2019-09-22 16:01:03] Chain: 2, Iteration: 500
INFO [2019-09-22 16:01:05] Chain: 5, Iteration: 550
INFO [2019-09-22 16:01:05] Chain: 3, Iteration: 550
INFO [2019-09-22 16:01:06] Chain: 4, Iteration: 550
INFO [2019-09-22 16:01:06] Chain: 1, Iteration: 550
INFO [2019-09-22 16:01:06] Chain: 2, Iteration: 550
INFO [2019-09-22 16:01:08] Chain: 5, Iteration: 600
