INFO [2020-11-13 17:41:26] Chain: 1, Iteration: 50
INFO [2020-11-13 17:41:26] Chain: 3, Iteration: 50
INFO [2020-11-13 17:41:26] Chain: 5, Iteration: 50
INFO [2020-11-13 17:41:26] Chain: 4, Iteration: 50
INFO [2020-11-13 17:41:26] Chain: 2, Iteration: 50
INFO [2020-11-13 17:41:28] Chain: 3, Iteration: 100
INFO [2020-11-13 17:41:28] Chain: 5, Iteration: 100
INFO [2020-11-13 17:41:28] Chain: 4, Iteration: 100
INFO [2020-11-13 17:41:28] Chain: 2, Iteration: 100
INFO [2020-11-13 17:41:28] Chain: 1, Iteration: 100
INFO [2020-11-13 17:41:31] Chain: 2, Iteration: 150
INFO [2020-11-13 17:41:31] Chain: 3, Iteration: 150
INFO [2020-11-13 17:41:31] Chain: 4, Iteration: 150
INFO [2020-11-13 17:41:31] Chain: 1, Iteration: 150
INFO [2020-11-13 17:41:31] Chain: 5, Iteration: 150
INFO [2020-11-13 17:41:45] Chain: 2, Iteration: 200
INFO [2020-11-13 17:41:46] Chain: 1, Iteration: 200
INFO [2020-11-13 17:41:46] Chain: 5, Iteration: 200
INFO [2020-11-13 17:41:46] Chain: 4, Iteration: 200
INFO [2020-11-13 17:41:46] Chain: 3, Iteration: 200
INFO [2020-11-13 17:41:50] Chain: 1, Iteration: 250
INFO [2020-11-13 17:41:50] Chain: 2, Iteration: 250
INFO [2020-11-13 17:41:50] Chain: 5, Iteration: 250
INFO [2020-11-13 17:41:50] Chain: 4, Iteration: 250
INFO [2020-11-13 17:41:50] Chain: 3, Iteration: 250
INFO [2020-11-13 17:41:54] Chain: 1, Iteration: 300
INFO [2020-11-13 17:41:54] Chain: 2, Iteration: 300
INFO [2020-11-13 17:41:54] Chain: 5, Iteration: 300
INFO [2020-11-13 17:41:55] Chain: 4, Iteration: 300
INFO [2020-11-13 17:41:55] Chain: 3, Iteration: 300
INFO [2020-11-13 17:41:58] Chain: 1, Iteration: 350
INFO [2020-11-13 17:41:58] Chain: 2, Iteration: 350
INFO [2020-11-13 17:41:59] Chain: 5, Iteration: 350
INFO [2020-11-13 17:41:59] Chain: 4, Iteration: 350
INFO [2020-11-13 17:41:59] Chain: 3, Iteration: 350
INFO [2020-11-13 17:42:03] Chain: 1, Iteration: 400
INFO [2020-11-13 17:42:03] Chain: 2, Iteration: 400
INFO [2020-11-13 17:42:03] Chain: 5, Iteration: 400
INFO [2020-11-13 17:42:04] Chain: 4, Iteration: 400
INFO [2020-11-13 17:42:04] Chain: 3, Iteration: 400
